Suburb,Name,Latitude,Latitude
Parkville,Visy Park/Royal Pde,-37.7848672,144.9592597
Parkville,Gatehouse St/Royal Pde,-37.7923433,144.958562
Parkville,Gatehouse St/Royal Pde,-37.7927573,144.9583091
Parkville,Walker St/Royal Pde,-37.784574,144.959544
Parkville,Chapman St/Abbotsford St,-37.7948816,144.9469686
Parkville,Erskine St/Abbotsford St,-37.7952552,144.9467794
Parkville,Boundary Rd/Flemington Rd,-37.7881782,144.9408345
Parkville,Boundary Rd/Flemington Rd,-37.7881591,144.9406824
Parkville,Boundary Rd/Racecourse Rd,-37.7892325,144.9401876
Parkville,Boundary Rd/Racecourse Rd,-37.7891307,144.9398481
Parkville,Molesworth St,-37.7963074,144.9467053
Preston,David St/Plenty Rd,-37.7432135,145.0079802
Preston,David St/Plenty Rd,-37.7428383,145.0085216
Preston,East Preston Tram Depot - Stop 46,-37.744616,145.0068478
Preston,Gower St/Plenty Rd,-37.7411595,145.0095894
Preston,Bell St/Plenty Rd,-37.7452954,145.0065637
Preston,Gower St/Plenty Rd,-37.7407967,145.0101081
Preston,Bell St/Plenty Rd,-37.7458922,145.0058593
Preston,Osborne Grove - Stop 44,-37.7469546,145.0053759
Preston,Seymour St,-37.7470612,145.0051197
Preston,Murray Rd/Plenty Rd,-37.738919,145.0113849
Preston,Murray Rd/Plenty Rd,-37.7386382,145.0117549
Preston,Raglan St/Plenty Rd (Preston),-37.7488767,145.0040855
Preston,Raglan St/Plenty Rd (Preston),-37.7491931,145.0036928
Preston,Sylvester Gr/Plenty Rd,-37.7368388,145.0124184
Preston,Sylvester Gr/Plenty Rd,-37.7368458,145.0126257
Richmond,Gipps St/Church St,-37.8237305,144.9983841
Richmond,Gipps St/Church St,-37.8239992,144.9981438
Richmond,St Ignatius Church,-37.8218438,144.9985354
Richmond,St Ignatius Church,-37.8216545,144.998747
Richmond,Swan St/Church St,-37.8255521,144.9980505
Richmond,Church St/Swan St,-37.8256039,144.9978082
Richmond,Abinger St/Church St,-37.8203209,144.9987985
Richmond,Abinger St/Church St,-37.8203527,144.9989638
Richmond,Church St/Swan St,-37.8258026,144.9981491
Richmond,Swan Street,-37.8258193,144.9978063
Richmond,Swan Street Shopping Centre/Swan St,-37.8253827,144.9958983
Richmond,Swan Street Shopping Centre/Swan St,-37.8255399,144.9960795
Richmond,East Richmond Railway Station/Church St,-37.8266309,144.9978444
Richmond,Lennox St/Swan St,-37.8252395,144.9934842
Richmond,Lennox St,-37.8250907,144.9932703
Richmond,Bridge Rd/Church St,-37.8186873,144.9990508
Richmond,Church St/Bridge Rd,-37.8186168,144.9993575
Richmond,Waltham St/Bridge Rd,-37.818448,144.9972642
Richmond,Church St/Bridge Rd (Richmond),-37.8184701,144.9989808
Richmond,Coppin St/Swan St,-37.8260868,145.0023452
South Melbourne,Clarendon St/Park St,-37.8352084,144.9612851
South Melbourne,Cecil St/Park St,-37.8359173,144.9588805
South Melbourne,129-Park St/Clarendon St (South Melbourne),-37.8350138,144.9616411
South Melbourne,Park St/Clarendon St,-37.8354336,144.9615855
South Melbourne,Clarendon St/Park St,-37.8352173,144.961943
South Melbourne,Cecil St/Park St,-37.8361263,144.9585839
South Melbourne,Dorcas St/Clarendon St,-37.8331782,144.9605417
South Melbourne,Dorcas St/Clarendon St (South Melbourne),-37.8327428,144.9605699
South Melbourne,Ferrars St/Park St,-37.8366781,144.9569517
South Melbourne,Moray St.,-37.8344839,144.9638367
South Melbourne,Ferrars St/Park St,-37.836616,144.9563762
South Melbourne,Raglan St/Clarendon St,-37.8376144,144.9625774
South Melbourne,Moray St/Park St,-37.8345214,144.9644397
South Melbourne,South Melbourne,-37.8331658,144.9555034
South Melbourne,York St/Clarendon St,-37.8309861,144.9595274
South Melbourne,South Melbourne,-37.8330506,144.9553037
South Melbourne,York St/Clarendon St,-37.8305926,144.9595973
South Melbourne,Albert Rd/Clarendon St,-37.8388393,144.9634513
South Melbourne,Dorcas St/Eastern Rd,-37.8322897,144.9649998
South Melbourne,Montague Street,-37.8373121,144.9544616
South Melbourne,Dorcas St/Eastern Rd,-37.832167,144.9651696
South Melbourne,Clarendon St/Albert Rd,-37.839543,144.9628626
South Melbourne,Albert Park Station/Light Rail,-37.8401047,144.9585659
South Melbourne,Montague St/Park St,-37.8375497,144.9542198
South Melbourne,Albert Park Station/Light Rail (South Melbourne),-37.8403064,144.9587951
South Melbourne,Aughtie Dr/Albert Rd,-37.8405545,144.9615096
South Melbourne,Aughtie Dr/Albert Rd (Albert Park),-37.8407158,144.9611132
South Melbourne,Sturt St/Kings Way (Southbank),-37.8310546,144.9653901
South Melbourne,Sturt St/Kings Way,-37.8305476,144.9649968
South Melbourne,York St/Kings Way,-37.829637,144.963988
South Melbourne,York St/Kings Way,-37.8295105,144.9639907
South Melbourne,Bridport St/Montague St,-37.8404017,144.9557091
South Melbourne,Kings Way/Sturt St,-37.8300584,144.9652522
South Melbourne,Kings Way/Sturt St,-37.8301243,144.9653955
South Melbourne,Wells St - Stop 119,-37.8333497,144.9681678
South Melbourne,Montague St/Bridport St,-37.8406828,144.9554238
South Melbourne,City Rd/Light Rail (South Melbourne),-37.8297882,144.9543218
South Melbourne,City Rd/Light Rail,-37.829596,144.9544291
South Melbourne,City Rd/Clarendon St,-37.82796,144.9583032
South Melbourne,Canterbury Rd/Albert Rd,-37.8422583,144.9595346
St Kilda,34-Inkerman St/St Kilda Rd (St Kilda),-37.8640957,144.9854638
St Kilda,Argyle St/St Kilda Rd,-37.862478,144.9849188
St Kilda,Argyle St/St Kilda Rd (St Kilda),-37.8620291,144.9848744
St Kilda,Barkly St/Carlisle St,-37.8670713,144.9810949
St Kilda,Barkly St/Carlisle St,-37.8670859,144.9811183
St Kilda,Inkerman St/St Kilda Rd,-37.8650664,144.9858923
St Kilda,Alma Rd/St Kilda Rd (St Kilda),-37.8609418,144.9845015
St Kilda,Greeves St/Carlisle St,-37.8674779,144.9840064
St Kilda,Greeves St/Carlisle St,-37.8675888,144.9838648
St Kilda,Havelock St/Carlisle St,-37.8670424,144.9785845
St Kilda,Alma Rd/St Kilda Rd,-37.8599604,144.9840656
St Kilda,Belford St/Acland St,-37.8682758,144.9795626
St Kilda,Luna Park / Cavell Street,-37.8669935,144.9772102
St Kilda,Luna Park/The Esplanade,-37.8670556,144.977095
St Kilda,Acland Street - Stop 139,-37.8688747,144.9799478
St Kilda,Carlisle St/St Kilda Rd,-37.8674788,144.9868181
St Kilda,Brighton Rd/Carlisle St,-37.8678411,144.9865572
St Kilda,Canterbury Rd/Fitzroy St,-37.8600574,144.9770294
St Kilda,Canterbury Rd/Fitzroy St,-37.8599216,144.9770219
St Kilda,St Kilda Station/Light Rail,-37.8592702,144.9776276
Surrey Hills,Alandale St/Riversdale Rd,-37.8368593,145.1046413
Surrey Hills,Alandale St/Riversdale Rd,-37.8370063,145.1047889
Surrey Hills,Ferndale St/Riversdale Rd,-37.83709,145.106658
Surrey Hills,Wattle Park,-37.8365314,145.1021839
Surrey Hills,60-Ferndale St/Riversdale Rd (Surrey Hills),-37.8372135,145.106684
Surrey Hills,Wattle Park/Riversdale Rd,-37.8367751,145.1026554
Surrey Hills,Glendale St/Riversdale Rd,-37.8362037,145.100306
Surrey Hills,Glendale St/Riversdale Rd,-37.8363006,145.1001213
Surrey Hills,Elgar Rd,-37.8376419,145.1105523
Surrey Hills,Warrigal Rd/Riversdale Rd,-37.8360646,145.0983892
Surrey Hills,Warrigal Rd/Riversdale Rd (Surrey Hills),-37.835895,145.0980726
Thornbury,Clarendon St/High St,-37.7594443,145.0005639
Thornbury,Gooch St/High St,-37.7583354,145.0007466
Thornbury,Normanby Ave/High St,-37.7596537,145.000314
Thornbury,Ballantyne St,-37.7583356,145.0005507
Thornbury,Woolton Av/High St,-37.7612355,145.0002551
Thornbury,Woolton Ave/High St (Thornbury),-37.7615257,145.0000299
Thornbury,Mansfield St/High St,-37.7565768,145.0010676
Thornbury,Mansfield St/High St (Thornbury),-37.7567119,145.0008246
Thornbury,Darebin Road - Stop 36,-37.7630924,144.9999625
Thornbury,Darebin Rd/High St,-37.7633339,144.999703
Thornbury,Collins St/High St,-37.7545811,145.0013932
Thornbury,Blythe St/High St (Thornbury),-37.75435,145.0012436
Thornbury,Dennis St/High St,-37.7655343,144.9995282
Thornbury,Dennis St/High St,-37.7657254,144.9992811
Thornbury,Miller St/High St,-37.7524606,145.0015519
Thornbury,Dundas St/Plenty Rd,-37.752014,145.0019731
Toorak,Woorigoleen Rd/Toorak Rd,-37.8420395,145.0175407
Toorak,Woorigoleen Road,-37.842168,145.0175669
Toorak,Irving Rd/Toorak Rd,-37.8423413,145.0199418
Toorak,Irving Rd/Toorak Rd (Toorak),-37.8424784,145.0201337
Toorak,Orrong Rd/Toorak Rd,-37.8417761,145.0140133
Toorak,Orrong Rd,-37.8415671,145.0135811
Toorak,Kooyong Rd/Toorak Rd,-37.8426745,145.0228091
Toorak,Kooyong Rd/Toorak Rd,-37.8428444,145.0230648
Toorak,Canterbury Rd/Toorak Rd,-37.8413939,145.0109009
Toorak,Grange Rd/Toorak Rd,-37.8412157,145.010577
Toorak,Moonga Rd/Toorak Rd,-37.8432393,145.0262556
Toorak,Moonga Rd/Toorak Rd (Toorak),-37.843157,145.0266773
Toorak,Toorak Village/Toorak Rd,-37.8411113,145.0084562
Toorak,Toorak Village/Toorak Rd,-37.8409651,145.0083422
Toorak,Clendon Rd/Malvern Rd,-37.849583,145.0152507
Toorak,Clendon Rd/Malvern Rd,-37.8498009,145.015638
Windsor,Queens Way,-37.8561439,144.9873914
Windsor,Queens Way/Queens Way,-37.8562342,144.9874504
Windsor,Prahran Station,-37.8513981,144.9892632
Windsor,Perth St/High St,-37.8512064,144.9879226
Windsor,Perth St/High St,-37.851043,144.9877924
Windsor,Prahran Station,-37.8512989,144.9896901
Windsor,Duke St/Chapel St,-37.8541099,144.9928605
Windsor,Duke St/Chapel St,-37.8539886,144.9930459
Windsor,Windsor Station,-37.856303,144.9924415
Windsor,Windsor Station,-37.8561284,144.9926653
Windsor,Punt Rd/High St,-37.8507604,144.9843705
Windsor,St Kilda Junction/St Kilda Rd,-37.8551772,144.9825198
Windsor,Chapel St/Dandenong Rd,-37.8574571,144.9917569
Windsor,St Kilda Junction - Stop 30,-37.8552384,144.9824229
Windsor,Chapel St/Dandenong Rd,-37.857437,144.991894
Windsor,High St/Chapel St,-37.8519623,144.9932932
Windsor,Punt Rd/High St,-37.8505339,144.9839197
Windsor,Dandenong Rd/Chapel St (Prahran),-37.8574021,144.9923889
Windsor,Dandenong Road - Stop 42,-37.8579243,144.9921623
Windsor,Union St/St Kilda Rd,-37.8529173,144.9816866
Windsor,Union St/St Kilda Rd,-37.8528107,144.9815391
Windsor,St Kilda Rd/Fitzroy St (St Kilda),-37.8569037,144.9822781
Windsor,St Kilda Rd/Fitzroy St,-37.8569077,144.9822756
Windsor,Barkly St/St Kilda Rd,-37.8580804,144.9834068
Windsor,Barkly St/St Kilda Rd,-37.8582364,144.9835995
Windsor,St Michaels Grammar School/Chapel St,-37.8593824,144.9920777
Windsor,St Michaels Grammar School,-37.8595159,144.9918547
Windsor,Chatham St/Chapel St,-37.8491171,144.9936999
Windsor,Alma Rd/St Kilda Rd,-37.8599604,144.9840656
Windsor,Hornby St/High St,-37.8521798,144.9963863
Windsor,Chatham Street - Stop 46,-37.8489595,144.9939027
Windsor,Hornby St/High St,-37.8523688,144.9965931
Windsor,Princes St/Fitzroy St,-37.857919,144.9805718
Windsor,High Street,-37.8497641,144.980539
Windsor,Hornby Street - Stop 33,-37.8581753,144.9955822
Windsor,High Street / St Kilda Rd,-37.8497659,144.9804259
Windsor,Princes St/Fitzroy St,-37.858053,144.9801718
Windsor,Alma Rd/St Kilda Rd (St Kilda),-37.8609418,144.9845015
Windsor,Hornby St/Dandenong Rd,-37.858337,144.9958871
Windsor,Porter St/Commercial Rd,-37.8464889,144.9907607
Windsor,Alma Rd,-37.8613318,144.9917376
Windsor,Braille Library - Stop 28,-37.8460771,144.9875863
Windsor,Porter St/Commercial Rd,-37.846317,144.9905928
Windsor,Alma Rd/Chapel St,-37.8616045,144.9914746
Windsor,The Avenue/High St,-37.8524116,144.9980552
Windsor,28-Braille Library/Commercial Rd (Prahran),-37.845899,144.9874126
Windsor,Prahran Market,-37.8467207,144.9925571
Windsor,Prahran Market - Stop 30,-37.8465377,144.9922782
Windsor,Argyle St/St Kilda Rd (St Kilda),-37.8620291,144.9848744
Windsor,Westbury St/Dandenong Rd,-37.8583914,144.9971283
Windsor,The Avenue/Dandenong Rd,-37.8583983,144.9971342
Windsor,The Avenue/High St,-37.8526379,144.9986135
Windsor,Commercial Rd,-37.8469762,144.9940316
Windsor,Punt Rd/Commercial Rd,-37.845788,144.9852504
Windsor,Chapel St/Malvern Rd,-37.8469445,144.9942824
Windsor,Chapel St,-37.8467597,144.9940147
Windsor,Punt Road - Stop 27,-37.8456325,144.9848719
Windsor,Malvern Rd/Chapel St (South Yarra),-37.8467175,144.9942539
Windsor,Argyle St/St Kilda Rd,-37.862478,144.9849188
Windsor,Moubray St/St Kilda Rd,-37.8480027,144.9796781
